node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
master,g2,clustered_fl,a0p1,slider,0dB,8,0.8646043862009896
n3,g6,clustered_fl,a0p1,slider,0dB,9,0.8621633544788602
master,g1,clustered_fl,a0p1,slider,0dB,10,0.8180313354999085
n1,g4,clustered_fl,a0p1,slider,0dB,11,0.8701342258615673
n3,g4,clustered_fl,a0p1,slider,0dB,12,0.877243238937919
master,g0,clustered_fl,a0p1,slider,0dB,13,0.8730146701303113
n3,g5,clustered_fl,a0p1,slider,0dB,14,0.8325945074536689
master,g6,clustered_fl,a0p1,slider,0dB,15,0.8157940644022593
n1,g7,clustered_fl,a0p1,slider,0dB,16,0.8739490218190641
n3,g3,clustered_fl,a0p1,slider,0dB,17,0.840753006714566
master,g7,clustered_fl,a0p1,slider,0dB,18,0.8904647984604045
n3,g7,clustered_fl,a0p1,slider,0dB,19,0.8430800677174985
master,g6,clustered_fl,a0p1,slider,6dB,0,0.877339537272577
n3,g4,clustered_fl,a0p1,slider,6dB,1,0.9229019642636227
master,g3,clustered_fl,a0p1,slider,6dB,2,0.9134138156652484
n1,g6,clustered_fl,a0p1,slider,6dB,3,0.9321192979941906
n3,g6,clustered_fl,a0p1,slider,6dB,4,0.9490574882706916
master,g5,clustered_fl,a0p1,slider,6dB,5,0.8173072483704218
n3,g7,clustered_fl,a0p1,slider,6dB,6,0.9063934439181902
master,g2,clustered_fl,a0p1,slider,6dB,7,0.8905467781629792
n1,g5,clustered_fl,a0p1,slider,6dB,8,0.8515946421915451
n3,g0,clustered_fl,a0p1,slider,6dB,9,0.9024027878817162
master,g7,clustered_fl,a0p1,slider,6dB,10,0.8993916356903995
n3,g3,clustered_fl,a0p1,slider,6dB,11,0.9292611230412018
master,g1,clustered_fl,a0p1,slider,6dB,12,0.923412996745155
n1,g7,clustered_fl,a0p1,slider,6dB,13,0.8512004853589149
n3,g5,clustered_fl,a0p1,slider,6dB,14,0.9452026863316121
master,g4,clustered_fl,a0p1,slider,6dB,15,0.9147244548167552
n3,g2,clustered_fl,a0p1,slider,6dB,16,0.9512223064552769
master,g0,clustered_fl,a0p1,slider,6dB,17,0.883978206062952
n1,g4,clustered_fl,a0p1,slider,6dB,18,0.9223422260464493
n3,g1,clustered_fl,a0p1,slider,6dB,19,0.8652295064663391
n3,g4,clustered_fl,a0p1,valve,-6dB,0,0.4368128469594324
master,g1,clustered_fl,a0p1,valve,-6dB,1,0.4866402017346707
n3,g7,clustered_fl,a0p1,valve,-6dB,2,0.4706700132495923
master,g3,clustered_fl,a0p1,valve,-6dB,3,0.4782892514362048
n1,g4,clustered_fl,a0p1,valve,-6dB,4,0.4978121121604046
n3,g1,clustered_fl,a0p1,valve,-6dB,5,0.5533263076276729
master,g7,clustered_fl,a0p1,valve,-6dB,6,0.5004956476939096
n3,g0,clustered_fl,a0p1,valve,-6dB,7,0.4663866903694037
master,g2,clustered_fl,a0p1,valve,-6dB,8,0.4409302228023751
n1,g6,clustered_fl,a0p1,valve,-6dB,9,0.4826228791942447
n3,g3,clustered_fl,a0p1,valve,-6dB,10,0.5301251692711423
master,g0,clustered_fl,a0p1,valve,-6dB,11,0.5026080819952394
n3,g2,clustered_fl,a0p1,valve,-6dB,12,0.4776410006886186
master,g6,clustered_fl,a0p1,valve,-6dB,13,0.3959037910560696
n1,g5,clustered_fl,a0p1,valve,-6dB,14,0.4848251410301356
n3,g6,clustered_fl,a0p1,valve,-6dB,15,0.4768921828334766
master,g4,clustered_fl,a0p1,valve,-6dB,16,0.5104674871546997
n3,g5,clustered_fl,a0p1,valve,-6dB,17,0.4874358318016386
master,g5,clustered_fl,a0p1,valve,-6dB,18,0.5226943374875213
n1,g7,clustered_fl,a0p1,valve,-6dB,19,0.4268660117614329
master,g4,clustered_fl,a0p1,valve,0dB,0,0.5686584975479851
n1,g7,clustered_fl,a0p1,valve,0dB,1,0.589498804999352
n3,g5,clustered_fl,a0p1,valve,0dB,2,0.5505089696011063
master,g6,clustered_fl,a0p1,valve,0dB,3,0.5894811405720917
n3,g1,clustered_fl,a0p1,valve,0dB,4,0.5748983676307933
master,g3,clustered_fl,a0p1,valve,0dB,5,0.6674780649844606
n1,g4,clustered_fl,a0p1,valve,0dB,6,0.6154035087355002
n3,g6,clustered_fl,a0p1,valve,0dB,7,0.5778336410179949
master,g2,clustered_fl,a0p1,valve,0dB,8,0.42600492521698
n3,g0,clustered_fl,a0p1,valve,0dB,9,0.582601113979455
master,g5,clustered_fl,a0p1,valve,0dB,10,0.6205590809405599
n1,g6,clustered_fl,a0p1,valve,0dB,11,0.5840041573964978
n3,g4,clustered_fl,a0p1,valve,0dB,12,0.5922336559201951
master,g1,clustered_fl,a0p1,valve,0dB,13,0.4309653231283459
n3,g2,clustered_fl,a0p1,valve,0dB,14,0.5629268122721084
master,g0,clustered_fl,a0p1,valve,0dB,15,0.5019473514506376
n1,g5,clustered_fl,a0p1,valve,0dB,16,0.5946917155352444
n3,g3,clustered_fl,a0p1,valve,0dB,17,0.4615356091201571
master,g7,clustered_fl,a0p1,valve,0dB,18,0.5867584322532803
n3,g7,clustered_fl,a0p1,valve,0dB,19,0.4533015465992459
master,g1,clustered_fl,a0p1,valve,6dB,0,0.650434771254922
n3,g3,clustered_fl,a0p1,valve,6dB,1,0.614591915085495
master,g6,clustered_fl,a0p1,valve,6dB,2,0.6703611162343717
n1,g6,clustered_fl,a0p1,valve,6dB,3,0.690020881981293
n3,g6,clustered_fl,a0p1,valve,6dB,4,0.6923687650736474
master,g3,clustered_fl,a0p1,valve,6dB,5,0.6267395392173338
n3,g0,clustered_fl,a0p1,valve,6dB,6,0.54432777501746
master,g2,clustered_fl,a0p1,valve,6dB,7,0.6188732357664468
n1,g4,clustered_fl,a0p1,valve,6dB,8,0.5736347694513333
n3,g1,clustered_fl,a0p1,valve,6dB,9,0.6667834678531253
master,g4,clustered_fl,a0p1,valve,6dB,10,0.6390785261346895
n3,g7,clustered_fl,a0p1,valve,6dB,11,0.6214573909501626
master,g0,clustered_fl,a0p1,valve,6dB,12,0.7401771287382567
n1,g7,clustered_fl,a0p1,valve,6dB,13,0.4145728073973342
n3,g4,clustered_fl,a0p1,valve,6dB,14,0.6217940899567066
master,g5,clustered_fl,a0p1,valve,6dB,15,0.6421883934817716
n3,g2,clustered_fl,a0p1,valve,6dB,16,0.6404010973156384
master,g7,clustered_fl,a0p1,valve,6dB,17,0.5328660192177201
n1,g5,clustered_fl,a0p1,valve,6dB,18,0.6185216520823749
n3,g5,clustered_fl,a0p1,valve,6dB,19,0.3737885049707919
n3,g4,clustered_fl,a0p5,fan,-6dB,0,0.627048834556449
master,g7,clustered_fl,a0p5,fan,-6dB,1,0.6348258440776053
n3,g6,clustered_fl,a0p5,fan,-6dB,2,0.5931158112150713
master,g3,clustered_fl,a0p5,fan,-6dB,3,0.6012093616710769
n1,g4,clustered_fl,a0p5,fan,-6dB,4,0.6199904614338115
n3,g1,clustered_fl,a0p5,fan,-6dB,5,0.6156656272229392
master,g5,clustered_fl,a0p5,fan,-6dB,6,0.653205596534508
n3,g0,clustered_fl,a0p5,fan,-6dB,7,0.6410139007041982
master,g6,clustered_fl,a0p5,fan,-6dB,8,0.6056800591045504
n1,g7,clustered_fl,a0p5,fan,-6dB,9,0.6416695866802311
n3,g3,clustered_fl,a0p5,fan,-6dB,10,0.6181245837372673
master,g1,clustered_fl,a0p5,fan,-6dB,11,0.6414373933653186
n3,g5,clustered_fl,a0p5,fan,-6dB,12,0.652451146531304
master,g4,clustered_fl,a0p5,fan,-6dB,13,0.6016900598126044
n1,g5,clustered_fl,a0p5,fan,-6dB,14,0.6234677936673542
n3,g2,clustered_fl,a0p5,fan,-6dB,15,0.6112327429365264
master,g0,clustered_fl,a0p5,fan,-6dB,16,0.6126518930458607
n3,g7,clustered_fl,a0p5,fan,-6dB,17,0.6178920919670023
master,g2,clustered_fl,a0p5,fan,-6dB,18,0.6083092622537913
n1,g6,clustered_fl,a0p5,fan,-6dB,19,0.6074355938298452
master,g3,clustered_fl,a0p5,fan,0dB,0,0.8139789047871112
n1,g5,clustered_fl,a0p5,fan,0dB,1,0.8325784909394672
n3,g2,clustered_fl,a0p5,fan,0dB,2,0.8205296635587409
master,g0,clustered_fl,a0p5,fan,0dB,3,0.8062762151470837
n3,g5,clustered_fl,a0p5,fan,0dB,4,0.835366687652669
master,g7,clustered_fl,a0p5,fan,0dB,5,0.7506459687151442
n1,g4,clustered_fl,a0p5,fan,0dB,6,0.8104571867140244
n3,g1,clustered_fl,a0p5,fan,0dB,7,0.8249812305708147
master,g2,clustered_fl,a0p5,fan,0dB,8,0.7918821963680719
n3,g0,clustered_fl,a0p5,fan,0dB,9,0.8364774943996796
master,g5,clustered_fl,a0p5,fan,0dB,10,0.8225163292097895
n1,g7,clustered_fl,a0p5,fan,0dB,11,0.8011971381437005
n3,g3,clustered_fl,a0p5,fan,0dB,12,0.8221798126716985
master,g4,clustered_fl,a0p5,fan,0dB,13,0.8503954909468405
n3,g6,clustered_fl,a0p5,fan,0dB,14,0.7711640609492969
master,g1,clustered_fl,a0p5,fan,0dB,15,0.8200649053445559
n1,g6,clustered_fl,a0p5,fan,0dB,16,0.8171327329516762
n3,g7,clustered_fl,a0p5,fan,0dB,17,0.7889460261262229
master,g6,clustered_fl,a0p5,fan,0dB,18,0.773548992720315
n3,g4,clustered_fl,a0p5,fan,0dB,19,0.8148219244291545
master,g6,clustered_fl,a0p5,fan,6dB,0,0.9567811255180658
n3,g4,clustered_fl,a0p5,fan,6dB,1,0.9283867044837905
master,g5,clustered_fl,a0p5,fan,6dB,2,0.9332877854614683
n1,g4,clustered_fl,a0p5,fan,6dB,3,0.9440283189266105
n3,g1,clustered_fl,a0p5,fan,6dB,4,0.9642040612638327
master,g0,clustered_fl,a0p5,fan,6dB,5,0.9544300424077699
n3,g0,clustered_fl,a0p5,fan,6dB,6,0.9544448230499223
master,g2,clustered_fl,a0p5,fan,6dB,7,0.9561952175551782
n1,g6,clustered_fl,a0p5,fan,6dB,8,0.9565587130170077
n3,g7,clustered_fl,a0p5,fan,6dB,9,0.9494285209852331
master,g1,clustered_fl,a0p5,fan,6dB,10,0.9461161572468452
n3,g3,clustered_fl,a0p5,fan,6dB,11,0.925856471730917
master,g3,clustered_fl,a0p5,fan,6dB,12,0.9435932739292661
n1,g7,clustered_fl,a0p5,fan,6dB,13,0.9548954745678259
n3,g5,clustered_fl,a0p5,fan,6dB,14,0.9518908878273817
master,g4,clustered_fl,a0p5,fan,6dB,15,0.9594054539059419
n3,g2,clustered_fl,a0p5,fan,6dB,16,0.9522477454971249
master,g7,clustered_fl,a0p5,fan,6dB,17,0.9419646530475928
n1,g5,clustered_fl,a0p5,fan,6dB,18,0.9484354842439314
n3,g6,clustered_fl,a0p5,fan,6dB,19,0.963788416894334
n3,g3,clustered_fl,a0p5,pump,-6dB,0,0.6626636531531729
master,g1,clustered_fl,a0p5,pump,-6dB,1,0.6926723196946678
n3,g0,clustered_fl,a0p5,pump,-6dB,2,0.7048810133569781
master,g3,clustered_fl,a0p5,pump,-6dB,3,0.6855630800617714
n1,g5,clustered_fl,a0p5,pump,-6dB,4,0.7122644620544698
n3,g5,clustered_fl,a0p5,pump,-6dB,5,0.6484728857713901
master,g7,clustered_fl,a0p5,pump,-6dB,6,0.661176618728643
n3,g7,clustered_fl,a0p5,pump,-6dB,7,0.706761564159385
master,g2,clustered_fl,a0p5,pump,-6dB,8,0.6594358072585322
n1,g4,clustered_fl,a0p5,pump,-6dB,9,0.6902964505113696
n3,g6,clustered_fl,a0p5,pump,-6dB,10,0.64301153027736
master,g5,clustered_fl,a0p5,pump,-6dB,11,0.6510278859579721
n3,g2,clustered_fl,a0p5,pump,-6dB,12,0.6623412021510136
master,g0,clustered_fl,a0p5,pump,-6dB,13,0.6836275960738964
n1,g7,clustered_fl,a0p5,pump,-6dB,14,0.622469960943336
n3,g4,clustered_fl,a0p5,pump,-6dB,15,0.6840393998824609
master,g6,clustered_fl,a0p5,pump,-6dB,16,0.6736022693278679
n3,g1,clustered_fl,a0p5,pump,-6dB,17,0.6470817285729975
master,g4,clustered_fl,a0p5,pump,-6dB,18,0.6501007255329408
n1,g6,clustered_fl,a0p5,pump,-6dB,19,0.6561405520293287
master,g1,clustered_fl,a0p5,pump,0dB,0,0.7071551187323599
n1,g7,clustered_fl,a0p5,pump,0dB,1,0.7319370330985675
n3,g6,clustered_fl,a0p5,pump,0dB,2,0.7677647440356885
master,g3,clustered_fl,a0p5,pump,0dB,3,0.7568020169364661
n3,g0,clustered_fl,a0p5,pump,0dB,4,0.7853297826487746
master,g6,clustered_fl,a0p5,pump,0dB,5,0.7146215776640354
n1,g6,clustered_fl,a0p5,pump,0dB,6,0.7305763805875618
n3,g7,clustered_fl,a0p5,pump,0dB,7,0.787804012533257
master,g2,clustered_fl,a0p5,pump,0dB,8,0.7262752433859656
n3,g1,clustered_fl,a0p5,pump,0dB,9,0.7160084786177894
master,g7,clustered_fl,a0p5,pump,0dB,10,0.6869888247885838
n1,g5,clustered_fl,a0p5,pump,0dB,11,0.7064337983702365
n3,g4,clustered_fl,a0p5,pump,0dB,12,0.7317967507146957
master,g4,clustered_fl,a0p5,pump,0dB,13,0.7021408984437141
n3,g5,clustered_fl,a0p5,pump,0dB,14,0.6783421884622078
master,g5,clustered_fl,a0p5,pump,0dB,15,0.7380602612494637
n1,g4,clustered_fl,a0p5,pump,0dB,16,0.7277402674379794
n3,g3,clustered_fl,a0p5,pump,0dB,17,0.7148084973262604
master,g0,clustered_fl,a0p5,pump,0dB,18,0.7087486962647873
n3,g2,clustered_fl,a0p5,pump,0dB,19,0.6969305386878512
master,g7,clustered_fl,a0p5,pump,6dB,0,0.8085740118909419
n3,g3,clustered_fl,a0p5,pump,6dB,1,0.8191376702849323
master,g0,clustered_fl,a0p5,pump,6dB,2,0.864717485304722
n1,g6,clustered_fl,a0p5,pump,6dB,3,0.8448819824008102
n3,g6,clustered_fl,a0p5,pump,6dB,4,0.8521939724770794
master,g2,clustered_fl,a0p5,pump,6dB,5,0.8032136999215915
n3,g1,clustered_fl,a0p5,pump,6dB,6,0.8295235616833256
master,g3,clustered_fl,a0p5,pump,6dB,7,0.8411673827847842
n1,g4,clustered_fl,a0p5,pump,6dB,8,0.8241187393923697
n3,g7,clustered_fl,a0p5,pump,6dB,9,0.7955255827787612
master,g6,clustered_fl,a0p5,pump,6dB,10,0.7956964470300953
n3,g4,clustered_fl,a0p5,pump,6dB,11,0.7965850763208389
master,g4,clustered_fl,a0p5,pump,6dB,12,0.8258332541025475
n1,g7,clustered_fl,a0p5,pump,6dB,13,0.7960278511968096
n3,g5,clustered_fl,a0p5,pump,6dB,14,0.8022001640832805
master,g1,clustered_fl,a0p5,pump,6dB,15,0.8346744612578521
n3,g2,clustered_fl,a0p5,pump,6dB,16,0.8280517384951196
master,g5,clustered_fl,a0p5,pump,6dB,17,0.8189499735750401
n1,g5,clustered_fl,a0p5,pump,6dB,18,0.8131695248603116
n3,g0,clustered_fl,a0p5,pump,6dB,19,0.7894155661912292
n3,g4,clustered_fl,a0p5,slider,-6dB,0,0.8347945224460045
master,g4,clustered_fl,a0p5,slider,-6dB,1,0.8333771432901479
n3,g1,clustered_fl,a0p5,slider,-6dB,2,0.8360880569356512
master,g0,clustered_fl,a0p5,slider,-6dB,3,0.8482236888952818
n1,g6,clustered_fl,a0p5,slider,-6dB,4,0.8440104587316466
n3,g0,clustered_fl,a0p5,slider,-6dB,5,0.8196008177787594
master,g5,clustered_fl,a0p5,slider,-6dB,6,0.8472445769289452
n3,g5,clustered_fl,a0p5,slider,-6dB,7,0.8344142195667056
master,g2,clustered_fl,a0p5,slider,-6dB,8,0.8253540261727913
n1,g4,clustered_fl,a0p5,slider,-6dB,9,0.8474327109145612
n3,g3,clustered_fl,a0p5,slider,-6dB,10,0.8385375932490428
master,g1,clustered_fl,a0p5,slider,-6dB,11,0.8602576866545564
n3,g2,clustered_fl,a0p5,slider,-6dB,12,0.8509238516887901
master,g7,clustered_fl,a0p5,slider,-6dB,13,0.7745058521356556
n1,g5,clustered_fl,a0p5,slider,-6dB,14,0.8367334051791614
n3,g7,clustered_fl,a0p5,slider,-6dB,15,0.8363262911670042
master,g3,clustered_fl,a0p5,slider,-6dB,16,0.8407370197522275
n3,g6,clustered_fl,a0p5,slider,-6dB,17,0.8359590905893842
master,g6,clustered_fl,a0p5,slider,-6dB,18,0.83105644536868
n1,g7,clustered_fl,a0p5,slider,-6dB,19,0.8295961613007611
master,g1,clustered_fl,a0p5,slider,0dB,0,0.8911377442540281
n1,g7,clustered_fl,a0p5,slider,0dB,1,0.9021666139502749
n3,g6,clustered_fl,a0p5,slider,0dB,2,0.9073666115201677
master,g6,clustered_fl,a0p5,slider,0dB,3,0.9042903373701063
n3,g0,clustered_fl,a0p5,slider,0dB,4,0.8963446539372638
master,g2,clustered_fl,a0p5,slider,0dB,5,0.8611773179310349
n1,g6,clustered_fl,a0p5,slider,0dB,6,0.9035539113538003
n3,g7,clustered_fl,a0p5,slider,0dB,7,0.8876038953813759
master,g5,clustered_fl,a0p5,slider,0dB,8,0.8881038359887672
n3,g1,clustered_fl,a0p5,slider,0dB,9,0.9127175460641951
master,g4,clustered_fl,a0p5,slider,0dB,10,0.9131743106097078
n1,g5,clustered_fl,a0p5,slider,0dB,11,0.9115996010757096
n3,g3,clustered_fl,a0p5,slider,0dB,12,0.9076475279327554
master,g0,clustered_fl,a0p5,slider,0dB,13,0.8338098095147497
n3,g4,clustered_fl,a0p5,slider,0dB,14,0.9014838883021705
master,g7,clustered_fl,a0p5,slider,0dB,15,0.8949961048585766
n1,g4,clustered_fl,a0p5,slider,0dB,16,0.8845784198976483
n3,g2,clustered_fl,a0p5,slider,0dB,17,0.8901112188769457
master,g3,clustered_fl,a0p5,slider,0dB,18,0.899916269725457
n3,g5,clustered_fl,a0p5,slider,0dB,19,0.8699625707216422
master,g4,clustered_fl,a0p5,slider,6dB,0,0.913739229557206
n3,g3,clustered_fl,a0p5,slider,6dB,1,0.9393497622615253
master,g6,clustered_fl,a0p5,slider,6dB,2,0.9466946707854357
n1,g4,clustered_fl,a0p5,slider,6dB,3,0.9454536939862669
n3,g1,clustered_fl,a0p5,slider,6dB,4,0.9473279099918737
master,g0,clustered_fl,a0p5,slider,6dB,5,0.9349307642813975
n3,g7,clustered_fl,a0p5,slider,6dB,6,0.9540410289831943
master,g2,clustered_fl,a0p5,slider,6dB,7,0.9241177077931371
n1,g6,clustered_fl,a0p5,slider,6dB,8,0.8901298430472719
n3,g6,clustered_fl,a0p5,slider,6dB,9,0.9519981614985126
master,g7,clustered_fl,a0p5,slider,6dB,10,0.9464441299772399
n3,g4,clustered_fl,a0p5,slider,6dB,11,0.9500312920987464
master,g1,clustered_fl,a0p5,slider,6dB,12,0.9547317315064978
n1,g5,clustered_fl,a0p5,slider,6dB,13,0.8648587695856056
n3,g5,clustered_fl,a0p5,slider,6dB,14,0.9479504018748728
master,g3,clustered_fl,a0p5,slider,6dB,15,0.9416586944655931
n3,g0,clustered_fl,a0p5,slider,6dB,16,0.9484811144584867
master,g5,clustered_fl,a0p5,slider,6dB,17,0.9181117703601137
n1,g7,clustered_fl,a0p5,slider,6dB,18,0.9469356130601012
n3,g2,clustered_fl,a0p5,slider,6dB,19,0.8845054881982591
n3,g3,clustered_fl,a0p5,valve,-6dB,0,0.4940045278272437
master,g6,clustered_fl,a0p5,valve,-6dB,1,0.4776468384294369
n3,g5,clustered_fl,a0p5,valve,-6dB,2,0.4852076068820778
master,g3,clustered_fl,a0p5,valve,-6dB,3,0.4909111609123615
n1,g4,clustered_fl,a0p5,valve,-6dB,4,0.4744617795437726
n3,g1,clustered_fl,a0p5,valve,-6dB,5,0.4974055742821098
master,g5,clustered_fl,a0p5,valve,-6dB,6,0.5062512022442485
n3,g6,clustered_fl,a0p5,valve,-6dB,7,0.486554275445462
master,g2,clustered_fl,a0p5,valve,-6dB,8,0.4561851073027753
n1,g6,clustered_fl,a0p5,valve,-6dB,9,0.5140059121404283
n3,g4,clustered_fl,a0p5,valve,-6dB,10,0.5112793230318516
master,g4,clustered_fl,a0p5,valve,-6dB,11,0.5140258668676549
n3,g2,clustered_fl,a0p5,valve,-6dB,12,0.5300259473735609
master,g7,clustered_fl,a0p5,valve,-6dB,13,0.451897980875401
n1,g7,clustered_fl,a0p5,valve,-6dB,14,0.5092053005826968
n3,g7,clustered_fl,a0p5,valve,-6dB,15,0.4973980623731142
master,g0,clustered_fl,a0p5,valve,-6dB,16,0.4840599183717053
n3,g0,clustered_fl,a0p5,valve,-6dB,17,0.4855913588916109
master,g1,clustered_fl,a0p5,valve,-6dB,18,0.489834099886913
n1,g5,clustered_fl,a0p5,valve,-6dB,19,0.4837803170603662
master,g5,clustered_fl,a0p5,valve,0dB,0,0.5642976229787059
n1,g6,clustered_fl,a0p5,valve,0dB,1,0.5681957956542345
n3,g6,clustered_fl,a0p5,valve,0dB,2,0.5605998988675079
master,g3,clustered_fl,a0p5,valve,0dB,3,0.5840256937969629
n3,g5,clustered_fl,a0p5,valve,0dB,4,0.5393313320919889
master,g2,clustered_fl,a0p5,valve,0dB,5,0.5783692308087105
n1,g5,clustered_fl,a0p5,valve,0dB,6,0.6206830530456259
n3,g0,clustered_fl,a0p5,valve,0dB,7,0.5239367497403042
master,g7,clustered_fl,a0p5,valve,0dB,8,0.515576332177507
n3,g1,clustered_fl,a0p5,valve,0dB,9,0.6323874086349883
master,g4,clustered_fl,a0p5,valve,0dB,10,0.5661302012111444
n1,g7,clustered_fl,a0p5,valve,0dB,11,0.5640670215145568
n3,g4,clustered_fl,a0p5,valve,0dB,12,0.6086988271383421
master,g1,clustered_fl,a0p5,valve,0dB,13,0.4823806495929299
n3,g3,clustered_fl,a0p5,valve,0dB,14,0.611901806665758
master,g0,clustered_fl,a0p5,valve,0dB,15,0.6175403702177065
n1,g4,clustered_fl,a0p5,valve,0dB,16,0.5865743273368379
n3,g7,clustered_fl,a0p5,valve,0dB,17,0.5480496467607636
master,g6,clustered_fl,a0p5,valve,0dB,18,0.5740204315984764
n3,g2,clustered_fl,a0p5,valve,0dB,19,0.5374048051804147
master,g4,clustered_fl,a0p5,valve,6dB,0,0.6197252310448145
n3,g3,clustered_fl,a0p5,valve,6dB,1,0.6498133672389165
master,g0,clustered_fl,a0p5,valve,6dB,2,0.6534353192802033
n1,g6,clustered_fl,a0p5,valve,6dB,3,0.6771630081431013
n3,g6,clustered_fl,a0p5,valve,6dB,4,0.6458844385277744
master,g7,clustered_fl,a0p5,valve,6dB,5,0.6356868809810734
n3,g0,clustered_fl,a0p5,valve,6dB,6,0.6673152072400318
master,g2,clustered_fl,a0p5,valve,6dB,7,0.6137764618302002
n1,g5,clustered_fl,a0p5,valve,6dB,8,0.4339574598769557
n3,g7,clustered_fl,a0p5,valve,6dB,9,0.6857053434536398
master,g6,clustered_fl,a0p5,valve,6dB,10,0.6436504055799394
n3,g4,clustered_fl,a0p5,valve,6dB,11,0.6531200813581375
master,g1,clustered_fl,a0p5,valve,6dB,12,0.6697382694395795
n1,g4,clustered_fl,a0p5,valve,6dB,13,0.453603498353656
n3,g1,clustered_fl,a0p5,valve,6dB,14,0.6663936533633759
master,g3,clustered_fl,a0p5,valve,6dB,15,0.64633975028238
n3,g2,clustered_fl,a0p5,valve,6dB,16,0.665574456583492
master,g5,clustered_fl,a0p5,valve,6dB,17,0.6156943373366635
n1,g7,clustered_fl,a0p5,valve,6dB,18,0.6499574784725041
n3,g5,clustered_fl,a0p5,valve,6dB,19,0.4701834680037622
n3,g3,clustered_fl,a1,fan,-6dB,0,0.5885784720543967
master,g7,clustered_fl,a1,fan,-6dB,1,0.6177005869692774
n3,g5,clustered_fl,a1,fan,-6dB,2,0.6062463880965064
master,g3,clustered_fl,a1,fan,-6dB,3,0.6014073343585606
n1,g4,clustered_fl,a1,fan,-6dB,4,0.6284894744790164
n3,g0,clustered_fl,a1,fan,-6dB,5,0.6039494464050847
master,g6,clustered_fl,a1,fan,-6dB,6,0.6111272216298133
n3,g1,clustered_fl,a1,fan,-6dB,7,0.6159571815787266
master,g2,clustered_fl,a1,fan,-6dB,8,0.6038501143791345
n1,g6,clustered_fl,a1,fan,-6dB,9,0.626492839335452
n3,g7,clustered_fl,a1,fan,-6dB,10,0.6360187965460145
master,g4,clustered_fl,a1,fan,-6dB,11,0.6717635104127938
n3,g4,clustered_fl,a1,fan,-6dB,12,0.6246699363223199
master,g1,clustered_fl,a1,fan,-6dB,13,0.5873988388828389
n1,g5,clustered_fl,a1,fan,-6dB,14,0.6149635625262359
n3,g2,clustered_fl,a1,fan,-6dB,15,0.6065893415035636
master,g5,clustered_fl,a1,fan,-6dB,16,0.6352322709965313
n3,g6,clustered_fl,a1,fan,-6dB,17,0.635991545342826
master,g0,clustered_fl,a1,fan,-6dB,18,0.6145830128427595
n1,g7,clustered_fl,a1,fan,-6dB,19,0.6264848252657611
master,g6,clustered_fl,a1,fan,0dB,0,0.7939015506507892
n1,g7,clustered_fl,a1,fan,0dB,1,0.8192278977307816
n3,g6,clustered_fl,a1,fan,0dB,2,0.7901924604588419
master,g3,clustered_fl,a1,fan,0dB,3,0.7977227895255627
n3,g5,clustered_fl,a1,fan,0dB,4,0.8238501863307187
master,g7,clustered_fl,a1,fan,0dB,5,0.7895164605133662
n1,g6,clustered_fl,a1,fan,0dB,6,0.8024916599165163
n3,g0,clustered_fl,a1,fan,0dB,7,0.8167127800263158
master,g2,clustered_fl,a1,fan,0dB,8,0.7758807133147001
n3,g1,clustered_fl,a1,fan,0dB,9,0.8280895110676469
master,g5,clustered_fl,a1,fan,0dB,10,0.8220574873087159
n1,g4,clustered_fl,a1,fan,0dB,11,0.8215159526578534
n3,g7,clustered_fl,a1,fan,0dB,12,0.8419522411196096
master,g1,clustered_fl,a1,fan,0dB,13,0.7840047802816622
n3,g2,clustered_fl,a1,fan,0dB,14,0.7920863843517613
master,g0,clustered_fl,a1,fan,0dB,15,0.807038530951791
n1,g5,clustered_fl,a1,fan,0dB,16,0.8201458518647564
n3,g3,clustered_fl,a1,fan,0dB,17,0.8129082845234024
master,g4,clustered_fl,a1,fan,0dB,18,0.8187712027625379
n3,g4,clustered_fl,a1,fan,0dB,19,0.7805320047010762
master,g5,clustered_fl,a1,fan,6dB,0,0.9583822073410753
n3,g6,clustered_fl,a1,fan,6dB,1,0.9388631468704599
master,g0,clustered_fl,a1,fan,6dB,2,0.9534934983606703
n1,g4,clustered_fl,a1,fan,6dB,3,0.9522422914146895
n3,g0,clustered_fl,a1,fan,6dB,4,0.9411130417058862
master,g3,clustered_fl,a1,fan,6dB,5,0.9506125926726815
n3,g5,clustered_fl,a1,fan,6dB,6,0.9556858436672278
master,g2,clustered_fl,a1,fan,6dB,7,0.9436337985311318
n1,g7,clustered_fl,a1,fan,6dB,8,0.9417702913252748
n3,g1,clustered_fl,a1,fan,6dB,9,0.9514976323015363
master,g4,clustered_fl,a1,fan,6dB,10,0.9511371414036163
n3,g3,clustered_fl,a1,fan,6dB,11,0.9447721339123387
master,g6,clustered_fl,a1,fan,6dB,12,0.9547657135949482
n1,g5,clustered_fl,a1,fan,6dB,13,0.9587797143568443
n3,g7,clustered_fl,a1,fan,6dB,14,0.9500562918220272
master,g1,clustered_fl,a1,fan,6dB,15,0.9512544120313269
n3,g4,clustered_fl,a1,fan,6dB,16,0.9523872684442953
master,g7,clustered_fl,a1,fan,6dB,17,0.9482469406003368
n1,g6,clustered_fl,a1,fan,6dB,18,0.9525515300030681
n3,g2,clustered_fl,a1,fan,6dB,19,0.9420904092161028
n3,g3,clustered_fl,a1,pump,-6dB,0,0.6651706326474075
