host,worker,gpu,done_file,name,normalization_mode,algorithm,alpha,machine_type,db_level,seed,auroc,log_file,log_line
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s4.json,p1_norm_local_site_clustered_fl_a0p05_valve_0dB_s4,local_site,clustered_fl,0.05,valve,0dB,4,0.5527778864142506,master/p1/logs/p1_norm_g0.log,170
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s2.json,p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s2,local_site,clustered_fl,0.05,valve,6dB,2,0.6399871311868645,n3/p1/logs/p1_norm_g0.log,170
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s1.json,p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s1,local_site,clustered_fl,0.5,fan,6dB,1,0.937919088952628,n3/p1/logs/p1_norm_g0.log,172
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s2,local_site,clustered_fl,0.5,fan,6dB,2,0.9384378656329396,master/p1/logs/p1_norm_g0.log,172
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s1.json,p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s1,local_site,clustered_fl,0.5,slider,6dB,1,0.938507921550722,master/p1/logs/p1_norm_g0.log,174
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p5_slider_m6dB_s2.json,p1_norm_local_site_clustered_fl_a0p5_slider_m6dB_s2,local_site,clustered_fl,0.5,slider,-6dB,2,0.8396494930919303,n3/p1/logs/p1_norm_g0.log,174
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_valve_m6dB_s0,local_site,clustered_fl,0.5,valve,-6dB,0,0.4998414142569462,master/p1/logs/p1_norm_g0.log,176
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a100_fan_0dB_s1.json,p1_norm_local_site_clustered_fl_a100_fan_0dB_s1,local_site,clustered_fl,100.0,fan,0dB,1,0.8104845418848289,n3/p1/logs/p1_norm_g0.log,176
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a100_fan_m6dB_s1.json,p1_norm_local_site_clustered_fl_a100_fan_m6dB_s1,local_site,clustered_fl,100.0,fan,-6dB,1,0.6353643214526192,master/p1/logs/p1_norm_g0.log,178
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a100_slider_0dB_s0.json,p1_norm_local_site_clustered_fl_a100_slider_0dB_s0,local_site,clustered_fl,100.0,slider,0dB,0,0.9050610143062492,n3/p1/logs/p1_norm_g0.log,178
master,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a100_valve_0dB_s0.json,p1_norm_local_site_clustered_fl_a100_valve_0dB_s0,local_site,clustered_fl,100.0,valve,0dB,0,0.5473986125507061,master/p1/logs/p1_norm_g0.log,180
n3,norm_g0,0,norm_g0_p1_norm_local_site_clustered_fl_a100_valve_0dB_s1.json,p1_norm_local_site_clustered_fl_a100_valve_0dB_s1,local_site,clustered_fl,100.0,valve,0dB,1,0.5473590462622759,n3/p1/logs/p1_norm_g0.log,180
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_fan_0dB_s2.json,p1_norm_local_site_fedavg_a0p05_fan_0dB_s2,local_site,fedavg,0.05,fan,0dB,2,0.8598876431149357,n3/p1/logs/p1_norm_g0.log,182
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_fan_0dB_s3.json,p1_norm_local_site_fedavg_a0p05_fan_0dB_s3,local_site,fedavg,0.05,fan,0dB,3,0.7893558456985619,master/p1/logs/p1_norm_g0.log,182
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_fan_6dB_s4.json,p1_norm_local_site_fedavg_a0p05_fan_6dB_s4,local_site,fedavg,0.05,fan,6dB,4,0.9160288610909111,master/p1/logs/p1_norm_g0.log,184
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_fan_m6dB_s3.json,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s3,local_site,fedavg,0.05,fan,-6dB,3,0.7731553489076445,n3/p1/logs/p1_norm_g0.log,184
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_slider_6dB_s3.json,p1_norm_local_site_fedavg_a0p05_slider_6dB_s3,local_site,fedavg,0.05,slider,6dB,3,0.9306036077374884,master/p1/logs/p1_norm_g0.log,186
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_valve_0dB_s4.json,p1_norm_local_site_fedavg_a0p05_valve_0dB_s4,local_site,fedavg,0.05,valve,0dB,4,0.5693739637453054,n3/p1/logs/p1_norm_g0.log,186
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p05_valve_m6dB_s0.json,p1_norm_local_site_fedavg_a0p05_valve_m6dB_s0,local_site,fedavg,0.05,valve,-6dB,0,0.47129402463581915,master/p1/logs/p1_norm_g0.log,188
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_fan_6dB_s2.json,p1_norm_local_site_fedavg_a0p5_fan_6dB_s2,local_site,fedavg,0.5,fan,6dB,2,0.9413300157389637,n3/p1/logs/p1_norm_g0.log,188
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_fan_m6dB_s1.json,p1_norm_local_site_fedavg_a0p5_fan_m6dB_s1,local_site,fedavg,0.5,fan,-6dB,1,0.654536115626416,master/p1/logs/p1_norm_g0.log,190
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_slider_6dB_s1.json,p1_norm_local_site_fedavg_a0p5_slider_6dB_s1,local_site,fedavg,0.5,slider,6dB,1,0.9395205106576249,n3/p1/logs/p1_norm_g0.log,190
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_slider_m6dB_s2.json,p1_norm_local_site_fedavg_a0p5_slider_m6dB_s2,local_site,fedavg,0.5,slider,-6dB,2,0.8460510477372127,master/p1/logs/p1_norm_g0.log,192
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_valve_6dB_s4.json,p1_norm_local_site_fedavg_a0p5_valve_6dB_s4,local_site,fedavg,0.5,valve,6dB,4,0.6698383449862835,n3/p1/logs/p1_norm_g0.log,192
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a0p5_valve_m6dB_s1.json,p1_norm_local_site_fedavg_a0p5_valve_m6dB_s1,local_site,fedavg,0.5,valve,-6dB,1,0.48339876195654136,master/p1/logs/p1_norm_g0.log,194
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_fan_6dB_s3.json,p1_norm_local_site_fedavg_a100_fan_6dB_s3,local_site,fedavg,100.0,fan,6dB,3,0.950160287747981,n3/p1/logs/p1_norm_g0.log,194
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_fan_m6dB_s2.json,p1_norm_local_site_fedavg_a100_fan_m6dB_s2,local_site,fedavg,100.0,fan,-6dB,2,0.6183814049138456,master/p1/logs/p1_norm_g0.log,196
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_slider_m6dB_s0.json,p1_norm_local_site_fedavg_a100_slider_m6dB_s0,local_site,fedavg,100.0,slider,-6dB,0,0.8359497128765454,n3/p1/logs/p1_norm_g0.log,196
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_slider_m6dB_s3.json,p1_norm_local_site_fedavg_a100_slider_m6dB_s3,local_site,fedavg,100.0,slider,-6dB,3,0.8215758570631756,master/p1/logs/p1_norm_g0.log,198
n3,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_valve_m6dB_s3.json,p1_norm_local_site_fedavg_a100_valve_m6dB_s3,local_site,fedavg,100.0,valve,-6dB,3,0.4893914571833712,n3/p1/logs/p1_norm_g0.log,198
master,norm_g0,0,norm_g0_p1_norm_local_site_fedavg_a100_valve_m6dB_s4.json,p1_norm_local_site_fedavg_a100_valve_m6dB_s4,local_site,fedavg,100.0,valve,-6dB,4,0.4797016131941132,master/p1/logs/p1_norm_g0.log,200
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p05_fan_m6dB_s4.json,p1_norm_local_site_personalized_a0p05_fan_m6dB_s4,local_site,personalized,0.05,fan,-6dB,4,0.6939934927043538,master/p1/logs/p1_norm_g0.log,202
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p05_slider_0dB_s1.json,p1_norm_local_site_personalized_a0p05_slider_0dB_s1,local_site,personalized,0.05,slider,0dB,1,0.8942453079605501,n3/p1/logs/p1_norm_g0.log,200
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p05_slider_m6dB_s0.json,p1_norm_local_site_personalized_a0p05_slider_m6dB_s0,local_site,personalized,0.05,slider,-6dB,0,0.8510290983033895,n3/p1/logs/p1_norm_g0.log,202
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p05_valve_0dB_s1.json,p1_norm_local_site_personalized_a0p05_valve_0dB_s1,local_site,personalized,0.05,valve,0dB,1,0.5828525471726902,master/p1/logs/p1_norm_g0.log,204
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p05_valve_m6dB_s1.json,p1_norm_local_site_personalized_a0p05_valve_m6dB_s1,local_site,personalized,0.05,valve,-6dB,1,0.6389745285022583,n3/p1/logs/p1_norm_g0.log,204
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_fan_0dB_s0.json,p1_norm_local_site_personalized_a0p5_fan_0dB_s0,local_site,personalized,0.5,fan,0dB,0,0.8417914978939096,master/p1/logs/p1_norm_g0.log,206
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_fan_m6dB_s2.json,p1_norm_local_site_personalized_a0p5_fan_m6dB_s2,local_site,personalized,0.5,fan,-6dB,2,0.6273983106338133,n3/p1/logs/p1_norm_g0.log,206
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_slider_0dB_s3.json,p1_norm_local_site_personalized_a0p5_slider_0dB_s3,local_site,personalized,0.5,slider,0dB,3,0.9072090279386626,master/p1/logs/p1_norm_g0.log,208
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_slider_m6dB_s3.json,p1_norm_local_site_personalized_a0p5_slider_m6dB_s3,local_site,personalized,0.5,slider,-6dB,3,0.8557884367597625,n3/p1/logs/p1_norm_g0.log,208
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_valve_0dB_s2.json,p1_norm_local_site_personalized_a0p5_valve_0dB_s2,local_site,personalized,0.5,valve,0dB,2,0.5719122686974238,master/p1/logs/p1_norm_g0.log,210
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a0p5_valve_m6dB_s4.json,p1_norm_local_site_personalized_a0p5_valve_m6dB_s4,local_site,personalized,0.5,valve,-6dB,4,0.4970101012687304,n3/p1/logs/p1_norm_g0.log,210
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_fan_6dB_s0.json,p1_norm_local_site_personalized_a100_fan_6dB_s0,local_site,personalized,100.0,fan,6dB,0,0.956045369755782,master/p1/logs/p1_norm_g0.log,212
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_slider_0dB_s1.json,p1_norm_local_site_personalized_a100_slider_0dB_s1,local_site,personalized,100.0,slider,0dB,1,0.895169466513902,n3/p1/logs/p1_norm_g0.log,212
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_slider_0dB_s4.json,p1_norm_local_site_personalized_a100_slider_0dB_s4,local_site,personalized,100.0,slider,0dB,4,0.8991946507703691,master/p1/logs/p1_norm_g0.log,214
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_slider_m6dB_s2.json,p1_norm_local_site_personalized_a100_slider_m6dB_s2,local_site,personalized,100.0,slider,-6dB,2,0.8478302463167446,n3/p1/logs/p1_norm_g0.log,214
master,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_valve_6dB_s2.json,p1_norm_local_site_personalized_a100_valve_6dB_s2,local_site,personalized,100.0,valve,6dB,2,0.6497984022106806,master/p1/logs/p1_norm_g0.log,216
n3,norm_g0,0,norm_g0_p1_norm_local_site_personalized_a100_valve_m6dB_s3.json,p1_norm_local_site_personalized_a100_valve_m6dB_s3,local_site,personalized,100.0,valve,-6dB,3,0.49455568498602603,n3/p1/logs/p1_norm_g0.log,216
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_fan_6dB_s2.json,p1_norm_central_clustered_fl_a0p05_fan_6dB_s2,central,clustered_fl,0.05,fan,6dB,2,0.965144410865198,n3/p1/logs/p1_norm_g1.log,2
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3.json,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,central,clustered_fl,0.05,fan,-6dB,3,0.6442055060188772,master/p1/logs/p1_norm_g1.log,2
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_slider_6dB_s3.json,p1_norm_central_clustered_fl_a0p05_slider_6dB_s3,central,clustered_fl,0.05,slider,6dB,3,0.871672821135201,n3/p1/logs/p1_norm_g1.log,4
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_slider_m6dB_s2.json,p1_norm_central_clustered_fl_a0p05_slider_m6dB_s2,central,clustered_fl,0.05,slider,-6dB,2,0.7850220334424094,master/p1/logs/p1_norm_g1.log,4
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_valve_m6dB_s0.json,p1_norm_central_clustered_fl_a0p05_valve_m6dB_s0,central,clustered_fl,0.05,valve,-6dB,0,0.46469415816808496,n3/p1/logs/p1_norm_g1.log,6
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p05_valve_m6dB_s1.json,p1_norm_central_clustered_fl_a0p05_valve_m6dB_s1,central,clustered_fl,0.05,valve,-6dB,1,0.6312042434366804,master/p1/logs/p1_norm_g1.log,6
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p5_fan_m6dB_s2.json,p1_norm_central_clustered_fl_a0p5_fan_m6dB_s2,central,clustered_fl,0.5,fan,-6dB,2,0.5910687289416484,master/p1/logs/p1_norm_g1.log,8
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p5_slider_0dB_s1.json,p1_norm_central_clustered_fl_a0p5_slider_0dB_s1,central,clustered_fl,0.5,slider,0dB,1,0.902686764514393,n3/p1/logs/p1_norm_g1.log,8
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p5_slider_6dB_s2.json,p1_norm_central_clustered_fl_a0p5_slider_6dB_s2,central,clustered_fl,0.5,slider,6dB,2,0.9469091059156851,n3/p1/logs/p1_norm_g1.log,10
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p5_valve_0dB_s3.json,p1_norm_central_clustered_fl_a0p5_valve_0dB_s3,central,clustered_fl,0.5,valve,0dB,3,0.5816110439449081,master/p1/logs/p1_norm_g1.log,10
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a0p5_valve_6dB_s3.json,p1_norm_central_clustered_fl_a0p5_valve_6dB_s3,central,clustered_fl,0.5,valve,6dB,3,0.6743693721941483,n3/p1/logs/p1_norm_g1.log,12
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_fan_0dB_s0.json,p1_norm_central_clustered_fl_a100_fan_0dB_s0,central,clustered_fl,100.0,fan,0dB,0,0.835731201794234,master/p1/logs/p1_norm_g1.log,12
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_fan_6dB_s4.json,p1_norm_central_clustered_fl_a100_fan_6dB_s4,central,clustered_fl,100.0,fan,6dB,4,0.959077069909404,n3/p1/logs/p1_norm_g1.log,14
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_slider_0dB_s3.json,p1_norm_central_clustered_fl_a100_slider_0dB_s3,central,clustered_fl,100.0,slider,0dB,3,0.8907301349500962,master/p1/logs/p1_norm_g1.log,14
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_slider_m6dB_s1.json,p1_norm_central_clustered_fl_a100_slider_m6dB_s1,central,clustered_fl,100.0,slider,-6dB,1,0.8355365343978963,n3/p1/logs/p1_norm_g1.log,16
master,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_valve_0dB_s2.json,p1_norm_central_clustered_fl_a100_valve_0dB_s2,central,clustered_fl,100.0,valve,0dB,2,0.5835317160521901,master/p1/logs/p1_norm_g1.log,16
n3,norm_g1,1,norm_g1_p1_norm_central_clustered_fl_a100_valve_m6dB_s4.json,p1_norm_central_clustered_fl_a100_valve_m6dB_s4,central,clustered_fl,100.0,valve,-6dB,4,0.48260758030202994,n3/p1/logs/p1_norm_g1.log,18
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p05_fan_6dB_s2.json,p1_norm_central_fedavg_a0p05_fan_6dB_s2,central,fedavg,0.05,fan,6dB,2,0.9481813867262684,master/p1/logs/p1_norm_g1.log,18
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p05_slider_6dB_s1.json,p1_norm_central_fedavg_a0p05_slider_6dB_s1,central,fedavg,0.05,slider,6dB,1,0.8777386132047468,master/p1/logs/p1_norm_g1.log,20
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p05_slider_6dB_s4.json,p1_norm_central_fedavg_a0p05_slider_6dB_s4,central,fedavg,0.05,slider,6dB,4,0.8817464200532283,n3/p1/logs/p1_norm_g1.log,20
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p05_valve_6dB_s3.json,p1_norm_central_fedavg_a0p05_valve_6dB_s3,central,fedavg,0.05,valve,6dB,3,0.6458207082279377,n3/p1/logs/p1_norm_g1.log,22
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p05_valve_m6dB_s0.json,p1_norm_central_fedavg_a0p05_valve_m6dB_s0,central,fedavg,0.05,valve,-6dB,0,0.47665593952778423,master/p1/logs/p1_norm_g1.log,22
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_fan_m6dB_s0.json,p1_norm_central_fedavg_a0p5_fan_m6dB_s0,central,fedavg,0.5,fan,-6dB,0,0.6265712439300358,n3/p1/logs/p1_norm_g1.log,24
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_fan_m6dB_s1.json,p1_norm_central_fedavg_a0p5_fan_m6dB_s1,central,fedavg,0.5,fan,-6dB,1,0.6341811288853593,master/p1/logs/p1_norm_g1.log,24
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_slider_0dB_s3.json,p1_norm_central_fedavg_a0p5_slider_0dB_s3,central,fedavg,0.5,slider,0dB,3,0.9019554475896723,master/p1/logs/p1_norm_g1.log,26
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_slider_m6dB_s1.json,p1_norm_central_fedavg_a0p5_slider_m6dB_s1,central,fedavg,0.5,slider,-6dB,1,0.833597838569823,n3/p1/logs/p1_norm_g1.log,26
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_valve_0dB_s4.json,p1_norm_central_fedavg_a0p5_valve_0dB_s4,central,fedavg,0.5,valve,0dB,4,0.5514942235703499,master/p1/logs/p1_norm_g1.log,28
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a0p5_valve_m6dB_s2.json,p1_norm_central_fedavg_a0p5_valve_m6dB_s2,central,fedavg,0.5,valve,-6dB,2,0.4930693290057816,n3/p1/logs/p1_norm_g1.log,28
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a100_fan_6dB_s0.json,p1_norm_central_fedavg_a100_fan_6dB_s0,central,fedavg,100.0,fan,6dB,0,0.9567660002985223,master/p1/logs/p1_norm_g1.log,30
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a100_fan_m6dB_s3.json,p1_norm_central_fedavg_a100_fan_m6dB_s3,central,fedavg,100.0,fan,-6dB,3,0.6156179843251346,n3/p1/logs/p1_norm_g1.log,30
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a100_slider_6dB_s3.json,p1_norm_central_fedavg_a100_slider_6dB_s3,central,fedavg,100.0,slider,6dB,3,0.95008642189941,master/p1/logs/p1_norm_g1.log,32
n3,norm_g1,1,norm_g1_p1_norm_central_fedavg_a100_slider_m6dB_s4.json,p1_norm_central_fedavg_a100_slider_m6dB_s4,central,fedavg,100.0,slider,-6dB,4,0.8293327340096959,n3/p1/logs/p1_norm_g1.log,32
master,norm_g1,1,norm_g1_p1_norm_central_fedavg_a100_valve_m6dB_s0.json,p1_norm_central_fedavg_a100_valve_m6dB_s0,central,fedavg,100.0,valve,-6dB,0,0.48320826013720064,master/p1/logs/p1_norm_g1.log,34
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_fan_0dB_s0.json,p1_norm_central_personalized_a0p05_fan_0dB_s0,central,personalized,0.05,fan,0dB,0,0.7468350820625632,n3/p1/logs/p1_norm_g1.log,34
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_fan_m6dB_s4.json,p1_norm_central_personalized_a0p05_fan_m6dB_s4,central,personalized,0.05,fan,-6dB,4,0.634655080805463,master/p1/logs/p1_norm_g1.log,36
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_slider_0dB_s3.json,p1_norm_central_personalized_a0p05_slider_0dB_s3,central,personalized,0.05,slider,0dB,3,0.8286037223423771,n3/p1/logs/p1_norm_g1.log,36
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_valve_0dB_s1.json,p1_norm_central_personalized_a0p05_valve_0dB_s1,central,personalized,0.05,valve,0dB,1,0.5955424406826709,master/p1/logs/p1_norm_g1.log,38
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_valve_0dB_s2.json,p1_norm_central_personalized_a0p05_valve_0dB_s2,central,personalized,0.05,valve,0dB,2,0.6110341362420997,n3/p1/logs/p1_norm_g1.log,38
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p05_valve_m6dB_s2.json,p1_norm_central_personalized_a0p05_valve_m6dB_s2,central,personalized,0.05,valve,-6dB,2,0.4825538521347593,master/p1/logs/p1_norm_g1.log,40
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_fan_6dB_s0.json,p1_norm_central_personalized_a0p5_fan_6dB_s0,central,personalized,0.5,fan,6dB,0,0.9640858582020597,n3/p1/logs/p1_norm_g1.log,40
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_slider_0dB_s1.json,p1_norm_central_personalized_a0p5_slider_0dB_s1,central,personalized,0.5,slider,0dB,1,0.9027383153601752,master/p1/logs/p1_norm_g1.log,42
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_slider_0dB_s4.json,p1_norm_central_personalized_a0p5_slider_0dB_s4,central,personalized,0.5,slider,0dB,4,0.8988850103921899,n3/p1/logs/p1_norm_g1.log,42
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_slider_m6dB_s4.json,p1_norm_central_personalized_a0p5_slider_m6dB_s4,central,personalized,0.5,slider,-6dB,4,0.8481400600126063,master/p1/logs/p1_norm_g1.log,44
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_valve_6dB_s2.json,p1_norm_central_personalized_a0p5_valve_6dB_s2,central,personalized,0.5,valve,6dB,2,0.6528096241982762,n3/p1/logs/p1_norm_g1.log,44
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a0p5_valve_m6dB_s1.json,p1_norm_central_personalized_a0p5_valve_m6dB_s1,central,personalized,0.5,valve,-6dB,1,0.4823265862803792,master/p1/logs/p1_norm_g1.log,46
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a100_fan_6dB_s1.json,p1_norm_central_personalized_a100_fan_6dB_s1,central,personalized,100.0,fan,6dB,1,0.9529798289759442,n3/p1/logs/p1_norm_g1.log,46
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a100_fan_m6dB_s4.json,p1_norm_central_personalized_a100_fan_m6dB_s4,central,personalized,100.0,fan,-6dB,4,0.6314138221943685,master/p1/logs/p1_norm_g1.log,48
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a100_slider_6dB_s4.json,p1_norm_central_personalized_a100_slider_6dB_s4,central,personalized,100.0,slider,6dB,4,0.9347896435198292,n3/p1/logs/p1_norm_g1.log,48
master,norm_g1,1,norm_g1_p1_norm_central_personalized_a100_valve_0dB_s1.json,p1_norm_central_personalized_a100_valve_0dB_s1,central,personalized,100.0,valve,0dB,1,0.5611168960841917,master/p1/logs/p1_norm_g1.log,50
n3,norm_g1,1,norm_g1_p1_norm_central_personalized_a100_valve_6dB_s3.json,p1_norm_central_personalized_a100_valve_6dB_s3,central,personalized,100.0,valve,6dB,3,0.6604645556264266,n3/p1/logs/p1_norm_g1.log,50
master,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_fan_0dB_s1.json,p1_norm_federated_train_clustered_fl_a0p05_fan_0dB_s1,federated_train,clustered_fl,0.05,fan,0dB,1,0.8003593047752261,master/p1/logs/p1_norm_g1.log,52
n3,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s1.json,p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s1,federated_train,clustered_fl,0.05,fan,-6dB,1,0.7022982309188777,n3/p1/logs/p1_norm_g1.log,52
master,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s0.json,p1_norm_federated_train_clustered_fl_a0p05_slider_0dB_s0,federated_train,clustered_fl,0.05,slider,0dB,0,0.9223474093700359,master/p1/logs/p1_norm_g1.log,54
n3,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s2.json,p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s2,federated_train,clustered_fl,0.05,slider,-6dB,2,0.7868902052369385,n3/p1/logs/p1_norm_g1.log,54
master,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s3.json,p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s3,federated_train,clustered_fl,0.05,valve,0dB,3,0.46804704485074633,master/p1/logs/p1_norm_g1.log,56
n3,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s3.json,p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s3,federated_train,clustered_fl,0.05,valve,-6dB,3,0.41716100652652455,n3/p1/logs/p1_norm_g1.log,56
master,norm_g1,1,norm_g1_p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s2.json,p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s2,federated_train,clustered_fl,0.5,fan,0dB,2,0.8188091907576643,master/p1/logs/p1_norm_g1.log,58
